Gender,Height,Weight
Male,5.502559511,73.62180099
Male,5.569099617,87.27979833
Male,5.560858048,85.45200413
Male,5.889843585,82.9007694
Male,5.678932393,85.85799399
Male,5.61515979,84.69030573
Male,6.276476032,101.793501
Male,5.855587088,89.0457179
Male,5.71793963,85.73106911
Male,5.667616149,79.31096253
Male,5.394591496,79.97719253
Male,5.442789038,78.16121649
Male,5.752405324,94.70865938
Male,5.45349138,76.54525349
Male,5.627731254,78.05695131
Male,5.744940227,83.22151064
Male,5.645245499,87.42912566
Male,5.139936762,67.11735816
Male,5.583108106,86.61184632
Male,5.617176214,80.8878636
Male,5.807585,91.28848185
Male,5.421017308,73.51079918
Male,5.968198452,97.66247157
Male,5.497414035,82.42255463
Male,5.462640254,74.96262473
Male,6.046130672,92.36290014
Male,5.888803806,85.36638996
Male,5.921536033,98.36385138
Male,5.897620125,91.41274485
Male,5.139820425,62.95728164
Male,5.707283977,88.33221266
Male,5.609467139,80.97165504
Male,5.591020658,73.86566508
Male,5.467969994,75.67868898
Male,5.701665258,85.38414386
Male,5.771393509,87.82667618
Male,5.530679339,85.71058146
Male,5.79422183,91.99196924
Male,5.700429516,88.26823026
Male,5.944059836,94.35184826
Male,5.784253012,85.92003023
Male,5.884790169,89.07517458
Male,5.644482561,84.05115201
Male,5.86110675,84.89872445
Male,5.940409115,79.36948926
Male,6.060067651,94.19826753
Male,5.042093783,61.27553957
Male,5.733815929,85.92083213
Male,5.755115223,86.15054444
Male,5.62384243,83.22220346
Male,6.310247794,104.541062
Male,5.994892141,90.8004843
Male,5.720446432,84.7479632
Male,5.422798997,78.59506379
Male,5.472389486,82.77450246
Male,5.848735213,84.3828489
Male,6.07402662,96.23135381
Male,5.689723014,78.84878346
Male,5.687940885,76.29516243
Male,5.2785058,65.06636508
Male,5.572972022,79.05563559
Male,5.877758761,88.73928072
Male,6.103013639,100.3166625
Male,5.48970872,74.43204539
Male,5.636268529,76.68775404
Male,5.928970193,97.48529987
Male,5.570352423,78.16837689
Male,6.082565192,98.05321787
Male,5.284824401,72.45591561
Male,5.745701585,87.19034661
Male,5.782620294,79.70362232
Male,5.850292198,92.17235237
Male,5.727388263,79.52935163
Male,5.682005203,86.74284857
Male,5.480052904,75.13245923
Male,5.753408038,84.03209798
Male,5.733452466,84.82778042
Male,6.105668441,93.76267131
Male,5.485278178,72.67311644
Male,6.102656699,96.73490664
Male,5.783361998,92.31004598
Male,5.534172833,82.43878806
Male,6.055818234,94.00276994
Male,5.664490388,93.56650943
Male,5.972399949,94.79872251
Male,5.897866568,91.92277697
Male,5.559086846,87.83942855
Male,5.683674173,85.80871013
Male,5.916608635,89.83589697
Male,5.393377872,75.06969629
Male,5.541236361,80.45887905
Male,5.707591423,83.59747088
Male,5.726381116,87.18974591
Male,5.917501152,102.9602322
Male,5.731106707,86.55736577
Male,5.522943008,79.192571
Male,5.686788446,79.26355764
Male,5.599156371,79.86713621
Male,5.92266274,90.79234961
Male,5.693003701,79.57938596
Male,5.788095197,83.48591718
Male,5.796210137,84.61846305
Male,6.010078618,85.22299724
Male,5.43107154,74.7435348
Male,5.500215512,76.61258042
Male,5.807866972,95.76191655
Male,5.91036312,88.26547779
Male,5.804804216,91.02558137
Male,5.925039842,90.59940311
Male,5.360868879,71.30434248
Male,5.709817707,78.52026884
Male,5.680996979,82.70252222
Male,5.743730984,84.64657775
Male,5.762359437,79.28704341
Male,5.777316692,87.39032036
Male,6.049181679,87.38977901
Male,5.160801491,65.65447908
Male,5.716600649,86.32516914
Male,5.899646935,94.43409912
Male,5.991150332,90.56765898
Male,5.981208663,93.95183403
Male,5.592544805,82.20303243
Male,5.638574666,74.89578096
Male,5.876560212,87.02709417
Male,5.440577065,80.30168087
Male,5.825871632,92.67380582
Male,5.957656616,89.64442908
Male,5.654813939,86.41330497
Male,5.673837052,78.86738898
Male,5.485499632,76.5029003
Male,5.941150221,92.40641829
Male,6.103543421,88.2194828
Male,5.902589143,93.66536547
Male,5.875927112,91.30084101
Male,5.95351202,84.8677608
Male,5.245312021,73.09337733
Male,5.652392413,82.2835796
Male,5.466056278,70.79285763
Male,5.67275589,80.40419645
Male,5.773499001,84.24786866
Male,5.704449238,77.22943497
Male,5.823137045,90.24038024
Male,5.720636942,87.26731218
Male,5.336914459,69.97037805
Male,5.847817544,86.63755725
Male,5.695797245,71.93811033
Male,5.782174394,79.31667348
Male,5.731887417,77.26901684
Male,5.579839857,81.76932851
Male,5.487611374,77.12399664
Male,5.69524315,80.60941107
Male,5.747668063,84.36121713
Male,5.780278213,81.90203504
Male,6.042153354,96.51331598
Male,6.228651591,93.83689215
Male,5.890732783,85.59989681
Male,6.174205032,97.71470573
Male,5.342059601,70.23325433
Male,5.920141089,92.873336
Male,5.575278029,80.16875163
Male,6.175338767,102.9772781
Male,5.30103744,78.51301331
Male,5.717537317,73.89670617
Male,5.986955188,95.47077407
Male,5.677509272,92.70672291
Male,5.40269048,75.34508985
Male,5.746063367,87.84838787
Male,5.971666426,94.1289701
Male,5.599428225,82.03557852
Male,5.752971417,85.58331611
Male,5.289676998,72.15520676
Male,5.036424844,58.18546071
Male,5.865055816,88.0318436
Male,5.610304584,84.03813761
Male,6.195909154,102.3752903
Male,5.848767545,88.7343894
Male,5.971352873,94.30032722
Male,6.144137317,94.39167245
Male,5.874924937,99.19655388
Male,5.372362328,76.14357165
Male,5.675790999,83.63052756
Male,5.931945326,86.7111719
Male,5.55638966,79.66173951
Male,5.876149257,89.9763224
Male,5.419272087,75.91963064
Male,5.125582816,55.58766435
Male,5.185895719,72.10900719
Male,5.627871429,88.68717495
Male,5.770657525,72.88692192
Male,6.0175628,90.74477516
Male,5.850279463,87.65378924
Male,5.535248087,73.15443302
Male,5.917229159,79.11493547
Male,5.959131678,94.22068959
Male,6.063676573,92.00714922
Male,5.714828413,94.89108789
Male,5.48177184,76.19682789
Male,6.140829818,100.4967473
Male,5.747884284,86.826101
Male,5.755274549,77.80716063
Male,5.891029993,86.20746912
Male,5.275586043,70.70379503
Male,5.790922529,82.25797244
Male,5.410643637,68.34912399
Male,5.808252088,87.00348726
Male,5.789299563,83.44258655
Male,5.907228785,87.92203986
Male,5.857476148,78.38859929
Male,5.44904043,74.09241626
Male,5.572488374,73.73025059
Male,5.471201216,78.62398115
Male,6.124290825,95.8052502
Male,5.622191861,77.75741727
Male,5.440158329,77.39114909
Male,5.910754743,88.16553743
Male,5.444165384,78.66690683
Male,5.450407022,78.55508511
Male,5.143737078,63.12498737
Male,6.133694911,97.00186649
Male,6.004401242,97.13620526
Male,5.83587063,82.90973714
Male,5.570591841,75.6909752
Male,5.472395986,68.12307819
Male,5.579902837,83.68657241
Male,5.819490521,91.45877931
Male,6.211844477,100.7755516
Male,5.355766118,66.81248366
Male,5.814254139,93.23759129
Male,5.962153009,92.33687781
Male,6.045449394,94.24011794
Male,6.084054857,89.62511792
Male,5.510634973,74.27907428
Male,5.520758443,81.34224066
Male,5.749643447,91.03444209
Male,5.663252176,87.86789564
Male,5.844351129,82.90469777
Male,5.787331472,84.80419187
Male,5.437390913,70.74226139
Male,5.738393357,88.44854594
Male,6.11429367,93.76478069
Male,5.46909846,71.18324357
Male,5.673417604,83.0692926
Male,5.845252634,89.0583845
Male,5.982656695,91.29025652
Male,5.952023358,89.58635055
Male,5.455520435,70.30078133
Male,5.303562071,75.7347921
Male,5.836228806,90.67980965
Male,5.460464573,78.56319596
Male,5.795679528,88.6188564
Male,5.671485457,88.99054664
Male,5.622551909,74.53947749
Male,6.227812824,104.7987527
Male,6.092536857,86.72958212
Male,5.773045236,86.48175092
Male,5.356740302,70.70817474
Male,5.606381202,73.57284117
Male,6.067007672,92.3209101
Male,5.523980429,77.14286636
Male,6.141303148,94.03406262
Male,5.881603109,94.3916013
Male,5.940204897,92.81720601
Male,5.464586464,79.74526347
Male,5.832869294,95.27231421
Male,5.127202326,67.28167764
Male,6.210470461,99.15136511
Male,5.943227106,86.59256112
Male,5.582588597,73.52393072
Male,5.886708138,89.90026767
Male,6.229952498,98.3626596
Male,6.067372728,100.4429032
Male,5.864945338,98.07834717
Male,5.57300739,77.04350051
Male,5.571221735,66.39208029
Male,5.770570349,76.51673384
Male,5.413649408,72.37623353
Male,5.678068414,83.30748098
Male,5.707367487,79.68752469
Male,5.638760111,84.99784356
Male,5.746739781,71.66019879
Male,5.682655085,84.6356742
Male,5.452626369,67.93227882
Male,5.762772838,77.54664654
Male,5.489237488,74.86371842
Male,5.882794995,83.85292098
Male,5.475764395,84.4462706
Male,5.38994658,73.74608933
Male,5.674594076,88.62727788
Male,5.770620759,85.36832946
Male,5.515814978,85.03868129
Male,5.766390286,79.80476297
Male,5.704598192,82.8586944
Male,6.123845782,99.55804311
Male,6.349656317,98.04705588
Male,5.911733259,89.63224335
Male,5.354015467,74.02516497
Male,5.51981664,73.47145019
Male,5.744464282,84.43116914
Male,5.274348687,67.65599633
Male,5.78768366,91.21819608
Male,5.694481302,81.77617643
Male,5.931522811,92.96588552
Male,5.769287504,91.79343698
Male,6.122049766,104.2239019
Male,5.667056301,87.83546859
Male,6.013734574,90.13050203
Male,5.873843041,87.90887588
Male,5.847527681,84.64447679
Male,5.719040205,87.59689641
Male,5.746789457,88.83544113
Male,5.584061324,70.38735399
Male,5.931492469,93.49584075
Male,5.713772581,77.36451746
Male,5.926695071,97.61548104
Male,5.822024548,85.76341956
Male,5.866414355,92.75392764
Male,5.688912632,90.49900154
Male,5.929082334,92.96732646
Male,5.4133281,71.54423375
Male,5.874171568,93.70060475
Male,5.790087868,84.51542786
Male,5.308890046,75.75725556
Male,5.835245551,88.57577327
Male,5.836298485,92.48484861
Male,5.594648854,74.05847609
Male,5.571084753,75.23618724
Male,5.675339131,76.04879576
Male,5.774993835,82.89891819
Male,5.190177022,75.66899679
Male,5.754956187,82.85373689
Male,5.543359784,77.47895984
Male,6.257477255,98.37211379
Male,5.827731214,85.34622321
Male,5.90159578,88.54197129
Male,5.792892695,81.77543694
Male,5.51716309,78.92511831
Male,5.869238269,93.91969737
Male,5.280353535,73.20373884
Male,5.855590217,86.09346486
Male,5.59443415,86.70270411
Male,5.929119517,96.00199799
Male,5.693252627,84.33113891
Male,5.930543103,91.55172285
Male,5.867999566,85.49346546
Male,5.925491552,88.78817637
Male,5.850308383,87.01197615
Male,6.175879592,102.0154603
Male,5.262235128,83.3346621
Male,5.677176687,77.09809883
Male,5.596677897,78.80596484
Male,5.877395998,88.29950108
Male,5.570152494,87.63855917
Male,5.621442252,83.01080268
Male,5.689719072,80.80055546
Male,5.695417253,86.67253737
Male,5.860278164,88.80356124
Male,5.568202841,73.87906536
Male,5.42087178,75.29746626
Male,5.80370418,83.63996294
Male,5.674264695,87.29178642
Male,5.882193808,92.63877053
Male,6.309020901,105.9470847
Male,5.641175328,79.63502756
Male,5.790502258,89.56189242
Male,5.774199808,90.31682327
Male,5.939481555,96.29036847
Male,5.889518089,90.74850179
Male,5.431596552,64.85941211
Male,5.891018335,91.1714346
Male,5.643406653,82.78114014
Male,5.853036752,89.80579845
Male,5.73606289,79.22043315
Male,5.943262567,87.71965583
Male,5.800833362,91.58324693
Male,5.515922599,75.00809196
Male,5.834182397,93.37884417
Male,5.197457112,68.78383862
Male,5.529599592,65.80386212
Male,5.424073919,70.5426017
Male,5.943359411,94.48422444
Male,5.761271898,82.75594968
Male,5.801186528,90.35858453
Male,5.45027456,73.89703764
Male,5.34588668,69.58846872
Male,5.696031524,85.25215823
Male,5.776823459,79.46769987
Male,5.598618193,77.97249801
Male,5.658109552,83.36389946
Male,5.772949965,91.71499091
Male,5.457025733,81.92326064
Male,6.069158631,90.7667001
Male,5.529536858,80.02919489
Male,5.739110446,91.18268825
Male,5.475160989,83.80144382
Male,5.577871113,83.45430324
Male,5.432678445,79.13001825
Male,6.061497638,94.31451023
Male,5.670331327,80.7168852
Male,5.505745361,74.41572443
Male,6.006044629,89.21833664
Male,5.620546482,83.21931189
Male,5.849640078,90.11159829
Male,5.906528307,89.74979505
Male,5.756446703,91.04949707
Male,5.818070725,90.8971776
Male,5.751675211,88.81144232
Male,5.25472745,70.65159467
Male,5.634640081,82.50449724
Male,6.075846502,91.36040225
Male,6.070715873,87.26671539
Male,5.884366552,88.02061439
Male,5.987843492,96.68426639
Male,5.987020563,82.86623496
Male,5.910149355,87.184467
Male,5.498928492,76.54927482
Male,6.004351868,92.5648295
Male,5.649720535,74.81857505
Male,5.92597664,89.28303021
Male,5.45526066,76.35386714
Male,5.570167136,72.02262839
Male,5.993847898,92.22199205
Male,5.229811996,66.555819
Male,5.774239882,81.42742053
Male,5.843532139,98.02676016
Male,5.646507895,85.21273791
Male,5.791566557,79.24063019
Male,5.152526721,58.62477371
Male,5.464256833,71.6936018
Male,5.874817691,86.38568006
Male,5.774428707,81.96936264
Male,5.588146379,84.75827657
Male,5.628611956,86.29200081
Male,5.53462615,73.24513574
Male,5.780095826,88.9182959
Male,5.376261704,82.16542985
Male,6.138924109,90.00322241
Male,5.638470859,82.984284
Male,5.541913276,74.4703956
Male,5.721717679,79.49348064
Male,6.344068373,102.9928458
Male,5.726680066,81.15791598
Male,6.100652688,101.6874982
Male,5.777057582,85.41749021
Male,5.981592539,91.01793335
Male,5.850605637,80.51342139
Male,5.563892596,75.1699049
Male,5.493281006,77.68692518
Male,5.701619389,80.98312896
Male,5.5322184,72.06634625
Male,5.796608538,80.27661717
Male,5.498340379,69.56491032
Male,6.043315624,93.98198093
Male,5.351403998,76.24378544
Male,5.789621784,81.73847201
Male,5.864899884,91.73015622
Male,6.015061335,83.00084639
Male,5.658237227,89.86581518
Male,6.057935229,92.98322964
Male,5.854285876,88.46295566
Male,5.813897105,85.50108234
Male,5.728333574,88.54375838
Male,6.104580468,100.0338714
Male,5.65380212,81.02952423
Male,5.667873873,80.29466897
Male,5.936744958,91.23693287
Male,6.091913063,99.42559232
Male,5.797098819,89.38362519
Male,5.822613168,91.68051636
Male,5.502877247,67.56721259
Male,6.348913519,102.2126832
Male,5.895687972,84.04311938
Male,5.530376398,76.68951719
Male,5.484269556,82.09260113
Male,5.86089248,84.36241058
Male,5.411888896,71.39904984
Male,5.549534487,79.10877393
Male,6.121913859,99.3466044
Male,5.801541144,88.09152098
Male,5.770767537,85.06231556
Male,5.53979163,69.35708268
Male,5.733182838,80.72406752
Male,5.690625311,77.48791367
Male,5.836771651,85.70779956
Male,5.971776995,93.64002593
Male,5.886073799,86.34747015
Male,5.840803238,88.82208707
Male,5.627107603,85.35741809
Male,5.702099637,93.63068969
Male,5.736514439,84.92277267
Male,5.618859603,84.34075338
Male,5.916267409,98.05661973
Male,5.928488741,90.82926392
Male,5.896598575,92.08247747
Male,5.372279243,64.50640448
Male,5.573297234,81.9140616
Male,6.000210853,90.94696722
Male,5.830157892,86.75825067
Male,5.350002202,71.51251469
Male,6.180594049,96.06694617
Male,5.419809957,73.26822398
Male,6.038210667,95.48132346
Male,5.454608836,69.82899426
Male,5.71787788,87.60664557
Male,6.062187915,94.26392465
Male,5.79844195,89.24482265
Male,5.798479347,80.84812343
Male,5.956541618,86.71067244
Male,5.546130209,80.91070569
Male,5.626378588,85.72805802
Male,5.74780925,88.26351503
Male,5.721162785,81.37190583
Male,5.726760118,83.98589085
Male,5.509041579,75.50297595
Male,5.509251104,80.76099888
Male,5.73152929,81.61215804
Male,5.450400458,72.63999491
Male,5.208488834,67.3918677
Male,5.525972897,72.54085077
Male,5.583590165,84.31351461
Male,5.796433787,79.20525299
Male,6.159963768,107.3562529
Male,5.91213387,94.06479456
Male,5.873317806,87.65845529
Male,5.633953172,73.67599467
Male,5.570505715,82.130603
Male,5.522804414,78.79196462
Male,5.568571149,81.39632607
Male,5.718153665,77.69440706
Male,5.966263829,93.40902612
Male,5.854145717,87.30426285
Male,5.744272981,84.54019613
Male,5.548943233,72.55078416
Male,6.404346474,102.9182854
Male,5.660478598,79.40557278
Male,5.544050826,84.14725437
Male,6.147827115,98.29061303
Male,5.784414673,83.07852881
Male,5.850068865,89.7116508
Male,5.49484598,74.08550867
Male,5.964204697,87.04349541
Male,5.475942196,76.98457413
Male,6.03218777,97.90263693
Male,5.794397802,84.62924276
Male,5.730581116,80.18316788
Male,5.299606306,68.39849768
Male,5.387512175,65.32926116
Male,5.398771853,66.44711705
Male,5.716574884,82.54734264
Male,5.808524219,80.2567976
Male,5.204872208,68.76921065
Male,5.554645251,78.1354157
Male,5.58333065,81.01605272
Male,5.986169619,90.15156252
